FIPSCode,Jurisdiction_Name,State_Abbr,A1a,A1b,A9a,A9b,A9c,A9d,A9e,A9f,A9g
3300942820,LIVERMORE 00,NH,0,0,0,0,0,0,Does not apply,Does not apply,Does not apply
3300944100,LYMAN 00,NH,394,394,52,50,0,1,Does not apply,Does not apply,Does not apply
3300944260,LYME 00,NH,1506,1506,103,85,15,0,Does not apply,Does not apply,Does not apply
3300948980,MONROE 00,NH,635,635,43,33,8,0,Does not apply,Does not apply,Does not apply
3300958340,ORANGE 00,NH,218,218,26,26,0,0,Does not apply,Does not apply,Does not apply
3300958500,ORFORD 00,NH,846,846,142,139,3,0,Does not apply,Does not apply,Does not apply
3300961060,PIERMONT 00,NH,491,491,57,55,2,0,Does not apply,Does not apply,Does not apply
3300962660,PLYMOUTH 00,NH,7169,7169,414,352,40,0,Does not apply,Does not apply,Does not apply
3300965940,RUMNEY 00,NH,1226,1226,90,65,18,0,Does not apply,Does not apply,Does not apply
3300974740,SUGAR HILL 00,NH,483,483,55,50,5,0,Does not apply,Does not apply,Does not apply
3300976740,THORNTON 00,NH,2100,2100,131,106,24,0,Does not apply,Does not apply,Does not apply
3300978740,WARREN 00,NH,558,558,76,64,12,0,Does not apply,Does not apply,Does not apply
3300979380,WATERVILLE VALLEY 00,NH,350,350,29,27,0,0,Does not apply,Does not apply,Does not apply
3300980500,WENTWORTH 00,NH,700,700,51,36,15,0,Does not apply,Does not apply,Does not apply
3300987060,WOODSTOCK 00,NH,963,963,138,130,6,0,Does not apply,Does not apply,Does not apply
3301101300,AMHERST 00,NH,9240,9240,894,789,91,1,Does not apply,Does not apply,Does not apply
3301101700,ANTRIM 00,NH,1960,1960,212,198,14,0,Does not apply,Does not apply,Does not apply
3301104500,BEDFORD 00,NH,17579,17579,1128,956,160,1,Does not apply,Does not apply,Does not apply
3301104900,BENNINGTON 00,NH,1093,1093,111,93,15,0,Does not apply,Does not apply,Does not apply
3301108100,BROOKLINE 00,NH,3764,3764,523,514,7,0,Does not apply,Does not apply,Does not apply
3301117780,DEERING 00,NH,1347,1347,152,132,20,0,Does not apply,Does not apply,Does not apply
3301127140,FRANCESTOWN 00,NH,1150,1150,180,169,8,0,Does not apply,Does not apply,Does not apply
3301129860,GOFFSTOWN 00,NH,12674,12674,1074,813,226,1,Does not apply,Does not apply,Does not apply
3301131540,GREENFIELD 00,NH,1272,1272,77,67,9,0,Does not apply,Does not apply,Does not apply
3301131940,GREENVILLE 00,NH,1238,1238,126,108,14,0,Does not apply,Does not apply,Does not apply
3301133700,HANCOCK 00,NH,1365,1365,121,103,12,0,Does not apply,Does not apply,Does not apply
3301136180,HILLSBOROUGH 00,NH,4114,4114,247,225,12,0,Does not apply,Does not apply,Does not apply
3301137140,HOLLIS 00,NH,6827,6827,394,330,43,0,Does not apply,Does not apply,Does not apply
3301137940,HUDSON 00,NH,18463,18463,604,551,40,0,Does not apply,Does not apply,Does not apply
3301142260,LITCHFIELD 00,NH,6502,6502,422,381,39,0,Does not apply,Does not apply,Does not apply
3301144580,LYNDEBOROUGH 00,NH,1231,1231,130,112,18,0,Does not apply,Does not apply,Does not apply
3301145141,MANCHESTER 01,NH,6424,6424,1348,1245,90,1,Does not apply,Does not apply,Does not apply
3301145142,MANCHESTER 02,NH,5596,5596,1585,1446,128,0,Does not apply,Does not apply,Does not apply
3301145143,MANCHESTER 03,NH,4153,4153,1715,1627,79,2,Does not apply,Does not apply,Does not apply
3301145144,MANCHESTER 04,NH,4125,4125,1343,1220,111,0,Does not apply,Does not apply,Does not apply
3301145145,MANCHESTER 05,NH,3440,3440,1115,1051,55,0,Does not apply,Does not apply,Does not apply
3301145146,MANCHESTER 06,NH,5730,5730,1224,1107,106,0,Does not apply,Does not apply,Does not apply
3301145147,MANCHESTER 07,NH,4456,4456,1159,1063,83,2,Does not apply,Does not apply,Does not apply
3301145148,MANCHESTER 08,NH,5779,5779,1214,1096,102,0,Does not apply,Does not apply,Does not apply
3301145149,MANCHESTER 09,NH,4878,4878,1227,1126,92,0,Does not apply,Does not apply,Does not apply
3301145150,MANCHESTER 10,NH,4797,4797,1268,1170,88,2,Does not apply,Does not apply,Does not apply
3301145151,MANCHESTER 11,NH,4116,4116,1226,1142,75,0,Does not apply,Does not apply,Does not apply
3301145152,MANCHESTER 12,NH,5380,5380,1882,1729,144,0,Does not apply,Does not apply,Does not apply
3301146260,MASON 00,NH,1015,1015,130,116,11,0,Does not apply,Does not apply,Does not apply
3301147540,MERRIMACK 00,NH,20512,20512,1468,1160,284,0,Does not apply,Does not apply,Does not apply
3301148020,MILFORD 00,NH,11482,11482,932,710,215,0,Does not apply,Does not apply,Does not apply
3301149140,MONT VERNON 00,NH,1994,1994,253,228,22,0,Does not apply,Does not apply,Does not apply
3301150261,NASHUA 01,NH,6971,6971,523,449,68,1,Does not apply,Does not apply,Does not apply
3301150262,NASHUA 02,NH,6781,6781,498,441,50,0,Does not apply,Does not apply,Does not apply
3301150263,NASHUA 03,NH,6192,6192,498,435,59,1,Does not apply,Does not apply,Does not apply
3301150264,NASHUA 04,NH,4904,4904,445,359,77,1,Does not apply,Does not apply,Does not apply
3301150265,NASHUA 05,NH,7205,7205,481,398,79,0,Does not apply,Does not apply,Does not apply
3301150266,NASHUA 06,NH,5855,5855,389,289,97,0,Does not apply,Does not apply,Does not apply
3301150267,NASHUA 07,NH,5723,5723,543,456,81,2,Does not apply,Does not apply,Does not apply
3301150268,NASHUA 08,NH,7442,7442,662,603,49,0,Does not apply,Does not apply,Does not apply
3301150269,NASHUA 09,NH,7144,7144,483,418,62,0,Does not apply,Does not apply,Does not apply
3301150740,NEW BOSTON 00,NH,4492,4492,299,290,7,0,Does not apply,Does not apply,Does not apply
3301151940,NEW IPSWICH 00,NH,3796,3796,153,139,7,1,Does not apply,Does not apply,Does not apply
3301159940,PELHAM 00,NH,10212,10212,552,383,158,0,Does not apply,Does not apply,Does not apply
3301160580,PETERBOROUGH 00,NH,5671,5671,412,364,47,0,Does not apply,Does not apply,Does not apply
3301168820,SHARON 00,NH,296,296,39,38,1,0,Does not apply,Does not apply,Does not apply
3301176260,TEMPLE 00,NH,1049,1049,130,125,4,0,Does not apply,Does not apply,Does not apply
3301179780,WEARE 00,NH,6161,6161,730,682,28,1,Does not apply,Does not apply,Does not apply
3301185220,WILTON 00,NH,2817,2817,180,165,6,0,Does not apply,Does not apply,Does not apply
3301185940,WINDSOR 00,NH,137,137,23,23,0,0,Does not apply,Does not apply,Does not apply
3301300660,ALLENSTOWN 00,NH,3030,3030,195,193,1,0,Does not apply,Does not apply,Does not apply
3301301460,ANDOVER 00,NH,1894,1894,203,176,15,0,Does not apply,Does not apply,Does not apply
3301306260,BOSCAWEN 00,NH,2598,2598,259,178,80,0,Does not apply,Does not apply,Does not apply
3301306500,BOW 00,NH,6174,6174,1308,1247,47,0,Does not apply,Does not apply,Does not apply
3301306980,BRADFORD 00,NH,1273,1273,114,91,1,0,Does not apply,Does not apply,Does not apply
3301309860,CANTERBURY 00,NH,2040,2040,145,134,9,0,Does not apply,Does not apply,Does not apply
3301312420,CHICHESTER 00,NH,1959,1959,190,168,17,0,Does not apply,Does not apply,Does not apply
3301314201,CONCORD 01,NH,3362,3362,345,295,47,1,Does not apply,Does not apply,Does not apply
3301314202,CONCORD 02,NH,2945,2945,355,321,28,0,Does not apply,Does not apply,Does not apply
3301314203,CONCORD 03,NH,2157,2157,193,169,22,0,Does not apply,Does not apply,Does not apply
3301314204,CONCORD 04,NH,3266,3266,429,381,45,0,Does not apply,Does not apply,Does not apply
3301314205,CONCORD 05,NH,3752,3752,413,354,54,0,Does not apply,Does not apply,Does not apply
3301314206,CONCORD 06,NH,3027,3027,407,350,56,0,Does not apply,Does not apply,Does not apply
3301314207,CONCORD 07,NH,3511,3511,361,309,47,1,Does not apply,Does not apply,Does not apply
3301314208,CONCORD 08,NH,2927,2927,417,357,50,0,Does not apply,Does not apply,Does not apply
3301314209,CONCORD 09,NH,2874,2874,408,320,86,0,Does not apply,Does not apply,Does not apply
3301314210,CONCORD 10,NH,3803,3803,356,310,45,0,Does not apply,Does not apply,Does not apply
3301316980,DANBURY 00,NH,896,896,62,47,15,0,Does not apply,Does not apply,Does not apply
3301319460,DUNBARTON 00,NH,2094,2094,352,334,16,0,Does not apply,Does not apply,Does not apply
3301324900,EPSOM 00,NH,3539,3539,296,228,66,0,Does not apply,Does not apply,Does not apply
3301327381,FRANKLIN 01,NH,1903,1903,144,118,19,0,Does not apply,Does not apply,Does not apply
3301327382,FRANKLIN 02,NH,1483,1483,89,77,11,0,Does not apply,Does not apply,Does not apply
3301327383,FRANKLIN 03,NH,2014,2014,194,171,21,0,Does not apply,Does not apply,Does not apply
3301335540,HENNIKER 00,NH,3880,3880,219,207,12,0,Does not apply,Does not apply,Does not apply
3301335860,HILL 00,NH,788,788,38,33,2,0,Does not apply,Does not apply,Does not apply
3301337300,HOOKSETT 00,NH,10899,10899,1012,898,100,1,Does not apply,Does not apply,Does not apply
3301337540,HOPKINTON 00,NH,4896,4896,565,503,55,0,Does not apply,Does not apply,Does not apply
3301343380,LOUDON 00,NH,4220,4220,590,477,95,0,Does not apply,Does not apply,Does not apply
3301350900,NEWBURY 00,NH,1806,1806,103,100,0,0,Does not apply,Does not apply,Does not apply
3301352100,NEW LONDON 00,NH,3670,3670,754,715,33,1,Does not apply,Does not apply,Does not apply
3301354260,NORTHFIELD 00,NH,3321,3321,217,177,30,0,Does not apply,Does not apply,Does not apply
3301360020,PEMBROKE 00,NH,5386,5386,340,330,8,0,Does not apply,Does not apply,Does not apply
3301361940,PITTSFIELD 00,NH,2781,2781,231,199,18,0,Does not apply,Does not apply,Does not apply
3301366980,SALISBURY 00,NH,1127,1127,103,68,32,0,Does not apply,Does not apply,Does not apply
3301375460,SUTTON 00,NH,1540,1540,216,187,25,0,Does not apply,Does not apply,Does not apply
3301378580,WARNER 00,NH,2287,2287,220,197,17,0,Does not apply,Does not apply,Does not apply
3301380020,WEBSTER 00,NH,1326,1326,220,200,19,0,Does not apply,Does not apply,Does not apply
3301384900,WILMOT 00,NH,1104,1104,72,72,0,0,Does not apply,Does not apply,Does not apply
3301502340,ATKINSON 00,NH,6047,6047,344,315,25,0,Does not apply,Does not apply,Does not apply
3301502820,AUBURN 00,NH,4412,4412,372,353,12,0,Does not apply,Does not apply,Does not apply
3301507220,BRENTWOOD 00,NH,3236,3236,253,199,53,0,Does not apply,Does not apply,Does not apply
3301509300,CANDIA 00,NH,3279,3279,157,130,21,1,Does not apply,Does not apply,Does not apply
3301512100,CHESTER 00,NH,3923,3923,313,295,11,0,Does not apply,Does not apply,Does not apply
3301517140,DANVILLE 00,NH,3061,3061,491,475,12,0,Does not apply,Does not apply,Does not apply
3301517460,DEERFIELD 00,NH,3346,3346,610,558,17,0,Does not apply,Does not apply,Does not apply
3301517940,DERRY 00,NH,23397,23397,1501,1296,174,2,Does not apply,Does not apply,Does not apply
3301521380,EAST KINGSTON 00,NH,1757,1757,261,237,22,0,Does not apply,Does not apply,Does not apply
3301524660,EPPING 00,NH,5401,5401,354,348,4,0,Does not apply,Does not apply,Does not apply
3301525380,EXETER 00,NH,13227,13227,983,888,85,1,Does not apply,Does not apply,Does not apply
3301527940,FREMONT 00,NH,3571,3571,265,230,33,0,Does not apply,Does not apply,Does not apply
3301531700,GREENLAND 00,NH,3279,3279,429,374,37,0,Does not apply,Does not apply,Does not apply
3301532900,HAMPSTEAD 00,NH,6281,6281,956,859,93,0,Does not apply,Does not apply,Does not apply
3301533060,HAMPTON 00,NH,14288,14288,1167,883,230,0,Does not apply,Does not apply,Does not apply
3301533460,HAMPTON FALLS 00,NH,2161,2161,122,97,24,0,Does not apply,Does not apply,Does not apply
3301539780,KENSINGTON 00,NH,1780,1780,178,168,9,0,Does not apply,Does not apply,Does not apply
3301540100,KINGSTON 00,NH,4554,4554,339,275,58,0,Does not apply,Does not apply,Does not apply
3301543220,LONDONDERRY 00,NH,18874,18874,987,910,54,0,Does not apply,Does not apply,Does not apply
3301550980,NEW CASTLE 00,NH,955,955,117,112,3,0,Does not apply,Does not apply,Does not apply
3301551380,NEWFIELDS 00,NH,1332,1332,177,163,11,0,Does not apply,Does not apply,Does not apply
3301551620,NEWINGTON 00,NH,741,741,40,35,5,0,Does not apply,Does not apply,Does not apply
3301552340,NEWMARKET 00,NH,8058,8058,1083,994,60,0,Does not apply,Does not apply,Does not apply
3301552900,NEWTON 00,NH,3693,3693,115,99,10,0,Does not apply,Does not apply,Does not apply
3301554580,NORTH HAMPTON 00,NH,4117,4117,370,325,43,0,Does not apply,Does not apply,Does not apply
3301556820,NORTHWOOD 00,NH,3603,3603,245,223,19,1,Does not apply,Does not apply,Does not apply
3301557460,NOTTINGHAM 00,NH,4105,4105,302,277,19,0,Does not apply,Does not apply,Does not apply
3301562500,PLAISTOW 00,NH,5736,5736,334,310,17,0,Does not apply,Does not apply,Does not apply
3301562901,PORTSMOUTH 01,NH,3987,3987,586,545,40,0,Does not apply,Does not apply,Does not apply
3301562902,PORTSMOUTH 02,NH,4468,4468,545,507,35,0,Does not apply,Does not apply,Does not apply
3301562903,PORTSMOUTH 03,NH,3434,3434,362,311,50,0,Does not apply,Does not apply,Does not apply
3301562904,PORTSMOUTH 04,NH,2948,2948,624,576,40,0,Does not apply,Does not apply,Does not apply
3301562905,PORTSMOUTH 05,NH,3855,3855,486,391,90,0,Does not apply,Does not apply,Does not apply
3301564020,RAYMOND 00,NH,7440,7440,479,413,56,1,Does not apply,Does not apply,Does not apply
3301566180,RYE 00,NH,5551,5551,308,308,0,0,Does not apply,Does not apply,Does not apply
3301566660,SALEM 00,NH,22655,22655,898,750,120,1,Does not apply,Does not apply,Does not apply
3301567620,SANDOWN 00,NH,4646,4646,272,229,21,1,Does not apply,Does not apply,Does not apply
3301568260,SEABROOK 00,NH,5953,5953,889,693,186,1,Does not apply,Does not apply,Does not apply
3301571140,SOUTH HAMPTON 00,NH,699,699,66,66,0,0,Does not apply,Does not apply,Does not apply
3301574340,STRATHAM 00,NH,6548,6548,580,526,38,0,Does not apply,Does not apply,Does not apply
3301585780,WINDHAM 00,NH,10174,10174,1243,1115,103,2,Does not apply,Does not apply,Does not apply
3301703460,BARRINGTON 00,NH,7049,7049,436,418,4,0,Does not apply,Does not apply,Does not apply
3301718821,DOVER 01,NH,3429,3429,1465,1422,35,0,Does not apply,Does not apply,Does not apply
3301718822,DOVER 02,NH,3521,3521,1561,1527,27,0,Does not apply,Does not apply,Does not apply
3301718823,DOVER 03,NH,4288,4288,1163,1089,67,0,Does not apply,Does not apply,Does not apply
3301718824,DOVER 04,NH,3670,3670,1098,1056,39,0,Does not apply,Does not apply,Does not apply
3301718825,DOVER 05,NH,3014,3014,922,899,19,0,Does not apply,Does not apply,Does not apply
3301718826,DOVER 06,NH,2854,2854,732,662,61,0,Does not apply,Does not apply,Does not apply
3301719700,DURHAM 00,NH,16390,16390,1023,970,34,0,Does not apply,Does not apply,Does not apply
3301726020,FARMINGTON 01,NH,4434,4434,298,278,8,0,Does not apply,Does not apply,Does not apply
3301741460,LEE 00,NH,3510,3510,456,431,13,0,Does not apply,Does not apply,Does not apply
3301744820,MADBURY 00,NH,1529,1529,244,236,5,0,Does not apply,Does not apply,Does not apply
3301747700,MIDDLETON 00,NH,1282,1282,202,187,14,0,Does not apply,Does not apply,Does not apply
3301748660,MILTON 00,NH,3330,3330,182,180,2,0,Does not apply,Does not apply,Does not apply
3301751220,NEW DURHAM 00,NH,2107,2107,246,223,17,0,Does not apply,Does not apply,Does not apply
3301765141,ROCHESTER 01,NH,3703,3703,388,295,83,0,Does not apply,Does not apply,Does not apply
3301765142,ROCHESTER 02,NH,3771,3771,454,346,94,1,Does not apply,Does not apply,Does not apply
3301765143,ROCHESTER 03,NH,3666,3666,379,302,71,1,Does not apply,Does not apply,Does not apply
3301765144,ROCHESTER 04,NH,3358,3358,379,310,65,0,Does not apply,Does not apply,Does not apply
3301765145,ROCHESTER 05,NH,3549,3549,373,272,88,1,Does not apply,Does not apply,Does not apply
3301765146,ROCHESTER 06,NH,3156,3156,355,251,96,0,Does not apply,Does not apply,Does not apply
3301765540,ROLLINSFORD 00,NH,2227,2227,195,158,26,0,Does not apply,Does not apply,Does not apply
3301769941,SOMERSWORTH 01,NH,1926,1926,183,169,13,0,Does not apply,Does not apply,Does not apply
3301769942,SOMERSWORTH 02,NH,1540,1540,220,203,16,1,Does not apply,Does not apply,Does not apply
3301769943,SOMERSWORTH 03,NH,1519,1519,165,155,9,1,Does not apply,Does not apply,Does not apply
3301769944,SOMERSWORTH 04,NH,1550,1550,235,220,15,0,Does not apply,Does not apply,Does not apply
3301769945,SOMERSWORTH 05,NH,1224,1224,182,172,9,0,Does not apply,Does not apply,Does not apply
3301773860,STRAFFORD 00,NH,3387,3387,192,176,12,0,Does not apply,Does not apply,Does not apply
3301900260,ACWORTH 00,NH,650,650,52,45,7,0,Does not apply,Does not apply,Does not apply
3301911380,CHARLESTOWN 00,NH,3239,3239,155,114,39,0,Does not apply,Does not apply,Does not apply
3301912901,CLAREMONT 01,NH,1847,1847,383,322,55,0,Does not apply,Does not apply,Does not apply
3301912902,CLAREMONT 02,NH,2586,2586,420,374,41,0,Does not apply,Does not apply,Does not apply
3301912903,CLAREMONT 03,NH,2170,2170,372,318,51,0,Does not apply,Does not apply,Does not apply
3301915060,CORNISH 00,NH,1271,1271,119,94,15,0,Does not apply,Does not apply,Does not apply
3301916340,CROYDON 00,NH,523,523,68,68,0,0,Does not apply,Does not apply,Does not apply
3301930500,GOSHEN 00,NH,609,609,30,27,1,0,Does not apply,Does not apply,Does not apply
3301931220,GRANTHAM 00,NH,2845,2845,340,320,17,0,Does not apply,Does not apply,Does not apply
3301940900,LANGDON 00,NH,467,467,53,47,6,0,Does not apply,Does not apply,Does not apply
3301941700,LEMPSTER 00,NH,838,838,30,26,2,0,Does not apply,Does not apply,Does not apply
3301952580,NEWPORT 00,NH,4175,4175,243,214,25,0,Does not apply,Does not apply,Does not apply
3301962340,PLAINFIELD 00,NH,1674,1674,296,263,32,0,Does not apply,Does not apply,Does not apply
3301972740,SPRINGFIELD 00,NH,915,915,151,145,6,0,Does not apply,Does not apply,Does not apply
3301975060,SUNAPEE 00,NH,2910,2910,239,208,29,0,Does not apply,Does not apply,Does not apply
3301977940,UNITY 00,NH,1019,1019,93,89,4,0,Does not apply,Does not apply,Does not apply
3301978980,WASHINGTON 00,NH,909,909,62,58,1,0,Does not apply,Does not apply,Does not apply
3400100000,ATLANTIC COUNTY,NJ,183644,164660,13465,1598,4009,929,5099,0,1143
3400300000,BERGEN COUNTY,NJ,607715,569648,32208,7268,10222,124,10261,3,1128
3400500000,BURLINGTON COUNTY,NJ,316711,297015,23692,5550,5569,588,10676,1,256
3400700000,CAMDEN COUNTY,NJ,354819,326614,20572,4708,6391,188,5315,1,623
3400900000,CAPE MAY COUNTY,NJ,69356,65902,5424,1215,2055,229,1437,0,273
3401100000,CUMBERLAND COUNTY,NJ,90049,82596,8855,444,2697,215,3141,0,1511
3401300000,ESSEX COUNTY,NJ,508379,491622,71538,1101,7637,2360,57351,3,798
3401500000,GLOUCESTER COUNTY,NJ,211655,194187,11855,1486,3712,464,5195,0,251
3401700000,HUDSON COUNTY,NJ,362353,324371,28578,2473,4447,245,16298,3,1628
3401900000,HUNTERDON COUNTY,NJ,95866,91145,6341,2339,1299,81,2066,3,271
3402100000,MERCER COUNTY,NJ,241457,214519,18480,1988,3495,637,8321,0,2190
3402300000,MIDDLESEX COUNTY,NJ,511322,475545,52407,3450,8252,167,36867,0,461
3402500000,MONMOUTH COUNTY,NJ,451753,427611,31361,9338,8223,806,9375,0,1227
3402700000,MORRIS COUNTY,NJ,350897,336081,20522,4271,5588,287,8760,2,142
3402900000,OCEAN COUNTY,NJ,406726,383667,31825,7491,13210,1236,8612,0,199
3403100000,PASSAIC COUNTY,NJ,313459,283781,16275,2505,4731,1148,6125,2,238
3403300000,SALEM COUNTY,NJ,44630,40170,3671,509,1018,211,1546,3,188
3403500000,SOMERSET COUNTY,NJ,231226,211518,11310,3202,3345,6,3703,1,65
3403700000,SUSSEX COUNTY,NJ,105666,97033,6401,1722,1601,11,2660,0,54
3403900000,UNION COUNTY,NJ,335308,310203,23145,2081,5018,864,12202,3,938
3404100000,WARREN COUNTY,NJ,76087,68618,8644,885,1235,134,5939,0,130
3500100000,BERNALILLO COUNTY,NM,420315,242143,6180,722,3836,1616,2,Does not apply,4
3500300000,CATRON COUNTY,NM,2885,1850,35,7,26,1,0,Does not apply,1
3500500000,CHAVES COUNTY,NM,32820,16785,340,65,126,148,0,Does not apply,1
3500600000,CIBOLA COUNTY,NM,14102,7158,258,38,167,52,0,Does not apply,1
3500700000,COLFAX COUNTY,NM,8501,4702,94,27,54,13,0,Does not apply,0
3500900000,CURRY COUNTY,NM,23207,10621,209,48,58,101,0,Does not apply,2
3501100000,DE BACA COUNTY,NM,1326,836,20,3,16,1,0,Does not apply,0
3501300000,DOñA ANA COUNTY,NM,116795,61294,1544,205,831,495,0,Does not apply,13
3501500000,EDDY COUNTY,NM,31337,15875,322,73,102,145,0,Does not apply,2
3501700000,GRANT COUNTY,NM,21282,11892,328,45,200,81,0,Does not apply,2
3501900000,GUADALUPE COUNTY,NM,3386,1711,59,21,19,18,0,Does not apply,1
3502100000,HARDING COUNTY,NM,726,499,18,2,10,6,0,Does not apply,0
3502300000,HIDALGO COUNTY,NM,3078,1659,42,9,27,6,0,Does not apply,0
3502500000,LEA COUNTY,NM,34444,13985,487,42,265,180,0,Does not apply,0
3502700000,LINCOLN COUNTY,NM,13811,7896,159,45,85,29,0,Does not apply,0
3502800000,LOS ALAMOS COUNTY,NM,14191,10313,162,62,88,8,0,Does not apply,4
3502900000,LUNA COUNTY,NM,11723,6219,252,33,143,75,0,Does not apply,1
3503100000,MCKINLEY COUNTY,NM,42086,17749,639,103,427,108,0,Does not apply,1
3503300000,MORA COUNTY,NM,3694,2372,74,17,42,15,0,Does not apply,0
3503500000,OTERO COUNTY,NM,32883,17212,520,59,310,149,0,Does not apply,2
3503700000,QUAY COUNTY,NM,5978,3132,99,17,44,38,0,Does not apply,0
3503900000,RIO ARRIBA COUNTY,NM,25959,12874,570,103,338,129,0,Does not apply,0
3504100000,ROOSEVELT COUNTY,NM,10136,4676,106,30,30,46,0,Does not apply,0
3504300000,SANDOVAL COUNTY,NM,96119,55721,1374,324,853,195,0,Does not apply,1
3504500000,SAN JUAN COUNTY,NM,72961,37563,881,108,483,288,1,Does not apply,1
3504700000,SAN MIGUEL COUNTY,NM,18939,9280,337,63,226,48,0,Does not apply,0
3504900000,SANTA FE COUNTY,NM,99992,65286,1072,333,602,129,0,Does not apply,8
3505100000,SIERRA COUNTY,NM,7673,4660,186,44,115,27,0,Does not apply,0
3505300000,SOCORRO COUNTY,NM,11268,6346,288,53,134,94,0,Does not apply,7
3505500000,TAOS COUNTY,NM,24844,14435,347,66,230,50,0,Does not apply,1
3505700000,TORRANCE COUNTY,NM,9765,5385,165,50,86,29,0,Does not apply,0
3505900000,UNION COUNTY,NM,2508,1494,25,11,12,2,0,Does not apply,0
3506100000,VALENCIA COUNTY,NM,42905,24549,819,147,471,197,0,Does not apply,4
3600100000,ALBANY COUNTY,NY,203621,183529,10981,5536,2634,160,2618,8,25
3600300000,ALLEGANY COUNTY,NY,26090,25136,2355,597,486,18,0,5,0
3600500000,BRONX COUNTY,NY,819141,721734,29404,13390,14382,624,0,0,36
3600700000,BROOME COUNTY,NY,129448,115918,3085,1514,1393,43,26,0,0
3600900000,CATTARAUGUS COUNTY,NY,48582,44741,1599,671,741,37,48,0,0
3601100000,CAYUGA COUNTY,NY,49324,45559,2765,871,743,28,1112,0,11
3601300000,CHAUTAUQUA COUNTY,NY,80314,76459,6139,968,1300,52,145,0,0
3601500000,CHEMUNG COUNTY,NY,52963,50215,3550,505,727,16,2287,9,6
3601700000,CHENANGO COUNTY,NY,29614,28262,2269,637,480,25,1109,5,0
3601900000,CLINTON COUNTY,NY,48799,46558,3052,502,608,37,1898,0,7
3602100000,COLUMBIA COUNTY,NY,46393,44496,1538,892,587,18,0,0,4
3602300000,CORTLAND COUNTY,NY,30924,27490,1399,702,310,26,351,0,0
3602500000,DELAWARE COUNTY,NY,29431,27053,1180,667,499,9,0,0,3
3602700000,DUTCHESS COUNTY,NY,199344,182782,5289,2743,2098,201,0,0,0
3602900000,ERIE COUNTY,NY,638300,597592,15919,1698,13653,318,217,0,19
3603100000,ESSEX COUNTY,NY,27389,24035,1051,412,369,12,245,0,7
3603300000,FRANKLIN COUNTY,NY,27509,25343,2280,452,331,31,1466,0,0
3603500000,FULTON COUNTY,NY,33406,31046,2410,785,589,31,1001,0,4
3603700000,GENESEE COUNTY,NY,38572,36950,1526,718,605,27,172,0,1
3603900000,GREENE COUNTY,NY,33028,30063,1365,692,618,12,31,1,11
3604100000,HAMILTON COUNTY,NY,4616,4179,184,108,72,3,0,0,0
3604300000,HERKIMER COUNTY,NY,40638,37737,3012,1326,1183,19,413,4,0
3604500000,JEFFERSON COUNTY,NY,63775,56351,1490,347,690,27,412,0,14
3604700000,KINGS COUNTY,NY,1607640,1460396,44515,20394,22793,419,0,3,167
3604900000,LEWIS COUNTY,NY,18218,16742,778,376,214,9,172,0,0
3605100000,LIVINGSTON COUNTY,NY,41001,39000,3166,1464,499,31,1111,0,10
3605300000,MADISON COUNTY,NY,43049,41110,3115,991,489,22,1510,0,66
3605500000,MONROE COUNTY,NY,486942,460283,22332,4708,5067,441,12022,0,94
3605700000,MONTGOMERY COUNTY,NY,28729,27359,1193,634,500,26,1,0,9
3605900000,NASSAU COUNTY,NY,1028334,949987,4244,2054,730,19,0,1,21
3606100000,NEW YORK COUNTY,NY,1181425,1016771,38907,19808,17296,294,2,1,387
3606300000,NIAGARA COUNTY,NY,141801,131758,3915,1885,1946,70,0,0,4
3606500000,ONEIDA COUNTY,NY,134772,128649,8590,1357,2443,107,3677,0,18
3606700000,ONONDAGA COUNTY,NY,318011,289064,6931,2999,3302,102,15,0,8
3606900000,ONTARIO COUNTY,NY,74670,72162,3621,1662,931,23,958,1,5
3607100000,ORANGE COUNTY,NY,232263,220262,9004,2985,2386,140,212,0,7
3607300000,ORLEANS COUNTY,NY,24590,23085,923,560,349,7,0,0,1
3607500000,OSWEGO COUNTY,NY,78688,69635,2672,1508,1033,37,0,0,7
3607700000,OTSEGO COUNTY,NY,35654,33978,1440,815,490,19,0,0,0
3607900000,PUTNAM COUNTY,NY,66876,63507,3874,1709,730,11,0,0,0
3608100000,QUEENS COUNTY,NY,1258019,1180052,43493,24049,18414,236,0,0,130
3608300000,RENSSELAER COUNTY,NY,107464,97154,11277,953,1376,46,6495,0,0
3608500000,RICHMOND COUNTY,NY,313930,293348,10466,2093,8088,128,0,0,64
3608700000,ROCKLAND COUNTY,NY,202591,194263,4417,2210,1824,47,280,2,6
3608900000,ST. LAWRENCE COUNTY,NY,65404,59370,3813,832,1078,44,35,0,0
3609100000,SARATOGA COUNTY,NY,162883,154480,5071,3044,1769,68,22,0,5
3609300000,SCHENECTADY COUNTY,NY,101574,93776,7824,250,1586,96,12,0,22
3609500000,SCHOHARIE COUNTY,NY,20551,18489,1204,495,284,15,393,3,8
3609700000,SCHUYLER COUNTY,NY,12418,11812,575,322,225,10,1,1,0
3609900000,SENECA COUNTY,NY,20906,19357,828,456,331,30,0,0,1
3610100000,STEUBEN COUNTY,NY,60272,57533,2069,1125,856,46,0,0,13
3610300000,SUFFOLK COUNTY,NY,1046712,977134,18336,1719,16387,136,0,47,38
3610500000,SULLIVAN COUNTY,NY,52327,46700,1852,937,705,29,0,0,20
